"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Northumberland","E06000057","Upper tier local authority","2020-04-21",23,671
"Gateshead","E08000037","Upper tier local authority","2020-04-21",32,659
"Isle of Wight","E06000046","Upper tier local authority","2020-04-21",6,79
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-21",8,577
"Medway","E06000035","Upper tier local authority","2020-04-21",15,556
"Sefton","E08000014","Upper tier local authority","2020-04-21",17,715
"St. Helens","E08000013","Upper tier local authority","2020-04-21",30,545
"Newham","E09000025","Upper tier local authority","2020-04-21",12,899
"Hampshire","E10000014","Upper tier local authority","2020-04-21",65,2411
"Birmingham","E08000025","Upper tier local authority","2020-04-21",64,2552
"Cumbria","E10000006","Upper tier local authority","2020-04-21",43,1624
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-21",12,375
"Nottingham","E06000018","Upper tier local authority","2020-04-21",20,436
"Swindon","E06000030","Upper tier local authority","2020-04-21",8,312
"Cheshire East","E06000049","Upper tier local authority","2020-04-21",21,689
"North East","E12000001","Region","2020-04-21",228,6431
"Leicestershire","E10000018","Upper tier local authority","2020-04-21",30,796
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-21",10,306
"Walsall","E08000030","Upper tier local authority","2020-04-21",37,800
"Essex","E10000012","Upper tier local authority","2020-04-21",77,2154
"Calderdale","E08000033","Upper tier local authority","2020-04-21",6,205
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-21",11,184
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-21",10,306
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-21",3,183
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-21",13,953
"Sandwell","E08000028","Upper tier local authority","2020-04-21",24,853
"Wolverhampton","E08000031","Upper tier local authority","2020-04-21",20,653
"Norfolk","E10000020","Upper tier local authority","2020-04-21",43,1180
"West Berkshire","E06000037","Upper tier local authority","2020-04-21",11,281
"Suffolk","E10000029","Upper tier local authority","2020-04-21",21,859
"Bromley","E09000006","Upper tier local authority","2020-04-21",13,958
"Enfield","E09000010","Upper tier local authority","2020-04-21",14,759
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-21",4,187
"South West","E12000009","Region","2020-04-21",173,5414
"Merton","E09000024","Upper tier local authority","2020-04-21",9,622
"Leeds","E08000035","Upper tier local authority","2020-04-21",72,1107
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-21",2,109
"Darlington","E06000005","Upper tier local authority","2020-04-21",10,217
"Wigan","E08000010","Upper tier local authority","2020-04-21",19,525
"Somerset","E10000027","Upper tier local authority","2020-04-21",19,410
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-21",10,322
"Southwark","E09000028","Upper tier local authority","2020-04-21",17,1135
"Salford","E08000006","Upper tier local authority","2020-04-21",14,517
"Wokingham","E06000041","Upper tier local authority","2020-04-21",15,311
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-21",6,429
"Oldham","E08000004","Upper tier local authority","2020-04-21",16,526
"East Sussex","E10000011","Upper tier local authority","2020-04-21",14,482
"Bolton","E08000001","Upper tier local authority","2020-04-21",25,650
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-21",40,666
"Liverpool","E08000012","Upper tier local authority","2020-04-21",29,1250
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-21",19,522
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-21",24,623
"Derby","E06000015","Upper tier local authority","2020-04-21",3,426
"North West","E12000002","Region","2020-04-21",525,16154
"Havering","E09000016","Upper tier local authority","2020-04-21",6,592
"City of London","E09000001","Upper tier local authority","2020-04-21",1,16
"South East","E12000008","Region","2020-04-21",456,14968
"Oxfordshire","E10000025","Upper tier local authority","2020-04-21",24,1345
"Rotherham","E08000018","Upper tier local authority","2020-04-21",17,580
"Hounslow","E09000018","Upper tier local authority","2020-04-21",11,610
"Stockport","E08000007","Upper tier local authority","2020-04-21",13,702
"Warwickshire","E10000031","Upper tier local authority","2020-04-21",23,979
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-21",13,248
"Solihull","E08000029","Upper tier local authority","2020-04-21",11,488
"Knowsley","E08000011","Upper tier local authority","2020-04-21",11,456
"Torbay","E06000027","Upper tier local authority","2020-04-21",6,168
"Waltham Forest","E09000031","Upper tier local authority","2020-04-21",7,678
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-21",24,429
"York","E06000014","Upper tier local authority","2020-04-21",10,210
"Sunderland","E08000024","Upper tier local authority","2020-04-21",21,1020
"Trafford","E08000009","Upper tier local authority","2020-04-21",22,520
"Bradford","E08000032","Upper tier local authority","2020-04-21",25,643
"Peterborough","E06000031","Upper tier local authority","2020-04-21",17,182
"Ealing","E09000009","Upper tier local authority","2020-04-21",14,982
"Hartlepool","E06000001","Upper tier local authority","2020-04-21",8,139
"Rochdale","E08000005","Upper tier local authority","2020-04-21",16,378
"North Somerset","E06000024","Upper tier local authority","2020-04-21",7,184
"Halton","E06000006","Upper tier local authority","2020-04-21",6,292
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-21",17,712
"Plymouth","E06000026","Upper tier local authority","2020-04-21",16,240
"Barnsley","E08000016","Upper tier local authority","2020-04-21",14,538
"Middlesbrough","E06000002","Upper tier local authority","2020-04-21",18,449
"London","E12000007","Region","2020-04-21",347,22998
"Bexley","E09000004","Upper tier local authority","2020-04-21",7,563
"Worcestershire","E10000034","Upper tier local authority","2020-04-21",21,1011
"Bristol, City of","E06000023","Upper tier local authority","2020-04-21",14,521
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-21",8,265
"Derbyshire","E10000007","Upper tier local authority","2020-04-21",38,1032
"Surrey","E10000030","Upper tier local authority","2020-04-21",70,2304
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-21",11,436
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-21",11,434
"Luton","E06000032","Upper tier local authority","2020-04-21",11,550
"East of England","E12000006","Region","2020-04-21",299,8922
"Portsmouth","E06000044","Upper tier local authority","2020-04-21",6,244
"Dudley","E08000027","Upper tier local authority","2020-04-21",16,653
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-21",2,350
"Hillingdon","E09000017","Upper tier local authority","2020-04-21",12,679
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-21",5,273
"North Tyneside","E08000022","Upper tier local authority","2020-04-21",6,413
"Westminster","E09000033","Upper tier local authority","2020-04-21",3,571
"Devon","E10000008","Upper tier local authority","2020-04-21",14,597
"Lambeth","E09000022","Upper tier local authority","2020-04-21",7,1067
"Warrington","E06000007","Upper tier local authority","2020-04-21",24,515
"Slough","E06000039","Upper tier local authority","2020-04-21",5,342
"Tameside","E08000008","Upper tier local authority","2020-04-21",12,407
"Staffordshire","E10000028","Upper tier local authority","2020-04-21",55,1429
"Lewisham","E09000023","Upper tier local authority","2020-04-21",32,866
"Camden","E09000007","Upper tier local authority","2020-04-21",6,541
"Reading","E06000038","Upper tier local authority","2020-04-21",21,409
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-21",18,256
"County Durham","E06000047","Upper tier local authority","2020-04-21",46,1098
"Islington","E09000019","Upper tier local authority","2020-04-21",2,390
"Hackney","E09000012","Upper tier local authority","2020-04-21",2,581
"Milton Keynes","E06000042","Upper tier local authority","2020-04-21",9,416
"Doncaster","E08000017","Upper tier local authority","2020-04-21",8,369
"Harrow","E09000015","Upper tier local authority","2020-04-21",23,835
"Kirklees","E08000034","Upper tier local authority","2020-04-21",12,470
"Wandsworth","E09000032","Upper tier local authority","2020-04-21",6,879
"Dorset","E06000059","Upper tier local authority","2020-04-21",5,269
"Sutton","E09000029","Upper tier local authority","2020-04-21",9,624
"North Yorkshire","E10000023","Upper tier local authority","2020-04-21",28,731
"Greenwich","E09000011","Upper tier local authority","2020-04-21",8,589
"Shropshire","E06000051","Upper tier local authority","2020-04-21",28,398
"Redbridge","E09000026","Upper tier local authority","2020-04-21",10,631
"East Midlands","E12000004","Region","2020-04-21",147,5890
"West Midlands","E12000005","Region","2020-04-21",359,11137
"Barnet","E09000003","Upper tier local authority","2020-04-21",23,1135
"Birmingham","E08000025","Upper tier local authority","2020-04-22",63,2615
"Barnet","E09000003","Upper tier local authority","2020-04-22",6,1141
"York","E06000014","Upper tier local authority","2020-04-22",13,223
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-22",7,190
"Knowsley","E08000011","Upper tier local authority","2020-04-22",10,466
"Swindon","E06000030","Upper tier local authority","2020-04-22",12,324
"Lambeth","E09000022","Upper tier local authority","2020-04-22",12,1079
"Kirklees","E08000034","Upper tier local authority","2020-04-22",9,479
"Redbridge","E09000026","Upper tier local authority","2020-04-22",11,642
"Sutton","E09000029","Upper tier local authority","2020-04-22",12,636
"Bradford","E08000032","Upper tier local authority","2020-04-22",35,678
"Doncaster","E08000017","Upper tier local authority","2020-04-22",2,371
"Lancashire","E10000017","Upper tier local authority","2020-04-22",84,2462
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-22",7,418
"Wandsworth","E09000032","Upper tier local authority","2020-04-22",4,883
"Dorset","E06000059","Upper tier local authority","2020-04-22",8,277
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-22",6,381
"Worcestershire","E10000034","Upper tier local authority","2020-04-22",17,1028
"Surrey","E10000030","Upper tier local authority","2020-04-22",46,2350
"Brent","E09000005","Upper tier local authority","2020-04-22",9,1295
"Leeds","E08000035","Upper tier local authority","2020-04-22",49,1156
"Reading","E06000038","Upper tier local authority","2020-04-22",14,423
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-22",12,268
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-22",26,348
"Sunderland","E08000024","Upper tier local authority","2020-04-22",15,1035
"Tameside","E08000008","Upper tier local authority","2020-04-22",9,416
"Leicester","E06000016","Upper tier local authority","2020-04-22",21,571
"England","E92000001","Country","2020-04-22",2640,107317
"Kent","E10000016","Upper tier local authority","2020-04-22",117,3084
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-22",1,338
"Warrington","E06000007","Upper tier local authority","2020-04-22",13,528
"Leicestershire","E10000018","Upper tier local authority","2020-04-22",21,817
"Wolverhampton","E08000031","Upper tier local authority","2020-04-22",38,691
"Devon","E10000008","Upper tier local authority","2020-04-22",8,605
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-22",2,352
"Suffolk","E10000029","Upper tier local authority","2020-04-22",26,885
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-22",16,445
"Bolton","E08000001","Upper tier local authority","2020-04-22",33,683
"Portsmouth","E06000044","Upper tier local authority","2020-04-22",16,260
"Bristol, City of","E06000023","Upper tier local authority","2020-04-22",21,542
"Lewisham","E09000023","Upper tier local authority","2020-04-22",4,870
"Islington","E09000019","Upper tier local authority","2020-04-22",2,392
"Dudley","E08000027","Upper tier local authority","2020-04-22",6,659
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-22",13,354
"West Midlands","E12000005","Region","2020-04-22",326,11463
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-22",15,218
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-22",5,439
"Lincolnshire","E10000019","Upper tier local authority","2020-04-22",20,740
"Isle of Wight","E06000046","Upper tier local authority","2020-04-22",3,82
"Derbyshire","E10000007","Upper tier local authority","2020-04-22",15,1047
"Hounslow","E09000018","Upper tier local authority","2020-04-22",5,615
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-22",14,320
"Bromley","E09000006","Upper tier local authority","2020-04-22",9,967
"Wokingham","E06000041","Upper tier local authority","2020-04-22",25,336
"Liverpool","E08000012","Upper tier local authority","2020-04-22",21,1271
"Stockport","E08000007","Upper tier local authority","2020-04-22",25,727
"Plymouth","E06000026","Upper tier local authority","2020-04-22",17,257
"Barnsley","E08000016","Upper tier local authority","2020-04-22",11,549
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-22",21,733
"Luton","E06000032","Upper tier local authority","2020-04-22",15,565
"Hillingdon","E09000017","Upper tier local authority","2020-04-22",11,690
"Rochdale","E08000005","Upper tier local authority","2020-04-22",12,390
"East of England","E12000006","Region","2020-04-22",280,9202
"Ealing","E09000009","Upper tier local authority","2020-04-22",9,991
"Staffordshire","E10000028","Upper tier local authority","2020-04-22",55,1484
"Thurrock","E06000034","Upper tier local authority","2020-04-22",8,259
"Manchester","E08000003","Upper tier local authority","2020-04-22",21,966
"Hertfordshire","E10000015","Upper tier local authority","2020-04-22",43,2087
"Peterborough","E06000031","Upper tier local authority","2020-04-22",7,189
"Blackpool","E06000009","Upper tier local authority","2020-04-22",16,349
"Wirral","E08000015","Upper tier local authority","2020-04-22",28,902
"Bury","E08000002","Upper tier local authority","2020-04-22",5,387
"St. Helens","E08000013","Upper tier local authority","2020-04-22",11,556
"Medway","E06000035","Upper tier local authority","2020-04-22",8,564
"Waltham Forest","E09000031","Upper tier local authority","2020-04-22",6,684
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-22",14,443
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-22",20,204
"Calderdale","E08000033","Upper tier local authority","2020-04-22",8,213
"Southwark","E09000028","Upper tier local authority","2020-04-22",4,1139
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-22",29,652
"Warwickshire","E10000031","Upper tier local authority","2020-04-22",33,1012
"North West","E12000002","Region","2020-04-22",440,16594
"Merton","E09000024","Upper tier local authority","2020-04-22",3,625
"Havering","E09000016","Upper tier local authority","2020-04-22",10,602
"Torbay","E06000027","Upper tier local authority","2020-04-22",9,177
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-22",3,221
"Middlesbrough","E06000002","Upper tier local authority","2020-04-22",22,471
"Hartlepool","E06000001","Upper tier local authority","2020-04-22",9,148
"Oxfordshire","E10000025","Upper tier local authority","2020-04-22",34,1379
"Rotherham","E08000018","Upper tier local authority","2020-04-22",14,594
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-22",8,273
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-22",4,277
"Camden","E09000007","Upper tier local authority","2020-04-22",8,549
"South East","E12000008","Region","2020-04-22",421,15389
"Milton Keynes","E06000042","Upper tier local authority","2020-04-22",10,426
"Harrow","E09000015","Upper tier local authority","2020-04-22",13,848
"East Midlands","E12000004","Region","2020-04-22",139,6029
"Derby","E06000015","Upper tier local authority","2020-04-22",11,437
"Rutland","E06000017","Upper tier local authority","2020-04-22",5,18
"Southampton","E06000045","Upper tier local authority","2020-04-22",15,412
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-22",13,444
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-22",18,801
"East Sussex","E10000011","Upper tier local authority","2020-04-22",8,490
"Wiltshire","E06000054","Upper tier local authority","2020-04-22",8,377
"Haringey","E09000014","Upper tier local authority","2020-04-22",4,521
"South Tyneside","E08000023","Upper tier local authority","2020-04-22",19,439
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-22",5,582
"Newham","E09000025","Upper tier local authority","2020-04-22",13,912
"Hampshire","E10000014","Upper tier local authority","2020-04-22",64,2475
"Oldham","E08000004","Upper tier local authority","2020-04-22",12,538
"Darlington","E06000005","Upper tier local authority","2020-04-22",6,223
"Salford","E08000006","Upper tier local authority","2020-04-22",12,529
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-22",5,311
"Cheshire East","E06000049","Upper tier local authority","2020-04-22",22,711
"Norfolk","E10000020","Upper tier local authority","2020-04-22",69,1249
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-22",5,192
"Enfield","E09000010","Upper tier local authority","2020-04-22",9,768
"South West","E12000009","Region","2020-04-22",151,5565
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-22",7,116
"Wigan","E08000010","Upper tier local authority","2020-04-22",14,539
"Somerset","E10000027","Upper tier local authority","2020-04-22",16,426
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-22",13,679
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-22",22,544
"West Berkshire","E06000037","Upper tier local authority","2020-04-22",5,286
"Solihull","E08000029","Upper tier local authority","2020-04-22",15,503
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-22",18,266
"Halton","E06000006","Upper tier local authority","2020-04-22",3,295
"Trafford","E08000009","Upper tier local authority","2020-04-22",11,531
"North Somerset","E06000024","Upper tier local authority","2020-04-22",9,193
"Bexley","E09000004","Upper tier local authority","2020-04-22",13,576
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-22",15,968
"Sandwell","E08000028","Upper tier local authority","2020-04-22",13,866
"London","E12000007","Region","2020-04-22",269,23267
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-22",4,440
"Westminster","E09000033","Upper tier local authority","2020-04-22",1,572
"Slough","E06000039","Upper tier local authority","2020-04-22",7,349
"Walsall","E08000030","Upper tier local authority","2020-04-22",19,819
"Essex","E10000012","Upper tier local authority","2020-04-22",57,2211
"County Durham","E06000047","Upper tier local authority","2020-04-22",37,1135
"North Tyneside","E08000022","Upper tier local authority","2020-04-22",15,428
"Hackney","E09000012","Upper tier local authority","2020-04-22",6,587
"North East","E12000001","Region","2020-04-22",197,6628
"North Yorkshire","E10000023","Upper tier local authority","2020-04-22",22,753
"Greenwich","E09000011","Upper tier local authority","2020-04-22",10,599
"Shropshire","E06000051","Upper tier local authority","2020-04-22",9,407
"Wakefield","E08000036","Upper tier local authority","2020-04-22",15,464
"Coventry","E08000026","Upper tier local authority","2020-04-22",10,603
"Northamptonshire","E10000021","Upper tier local authority","2020-04-22",10,974
"Yorkshire and The Humber","E12000003","Region","2020-04-22",284,8567
"Gloucestershire","E10000013","Upper tier local authority","2020-04-22",23,1063
"Bedford","E06000055","Upper tier local authority","2020-04-22",9,384
"Nottingham","E06000018","Upper tier local authority","2020-04-22",21,457
"West Sussex","E10000032","Upper tier local authority","2020-04-22",17,991
"Cumbria","E10000006","Upper tier local authority","2020-04-22",38,1662
"Sefton","E08000014","Upper tier local authority","2020-04-22",19,734
"Sheffield","E08000019","Upper tier local authority","2020-04-22",41,1914
"Croydon","E09000008","Upper tier local authority","2020-04-22",18,1288
"Northumberland","E06000057","Upper tier local authority","2020-04-22",13,684
"Gateshead","E08000037","Upper tier local authority","2020-04-22",17,676
"East Sussex","E10000011","Upper tier local authority","2020-04-23",6,496
"Gateshead","E08000037","Upper tier local authority","2020-04-23",43,719
"Northumberland","E06000057","Upper tier local authority","2020-04-23",8,692
"Croydon","E09000008","Upper tier local authority","2020-04-23",23,1311
"Sefton","E08000014","Upper tier local authority","2020-04-23",4,738
"Cumbria","E10000006","Upper tier local authority","2020-04-23",31,1693
"West Sussex","E10000032","Upper tier local authority","2020-04-23",28,1019
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-23",6,196
"Sheffield","E08000019","Upper tier local authority","2020-04-23",14,1928
"Nottingham","E06000018","Upper tier local authority","2020-04-23",13,470
"Bedford","E06000055","Upper tier local authority","2020-04-23",2,386
"Gloucestershire","E10000013","Upper tier local authority","2020-04-23",31,1094
"Knowsley","E08000011","Upper tier local authority","2020-04-23",20,486
"Northamptonshire","E10000021","Upper tier local authority","2020-04-23",9,983
"Yorkshire and The Humber","E12000003","Region","2020-04-23",228,8795
"Swindon","E06000030","Upper tier local authority","2020-04-23",10,334
"Coventry","E08000026","Upper tier local authority","2020-04-23",20,623
"Wakefield","E08000036","Upper tier local authority","2020-04-23",6,470
"Essex","E10000012","Upper tier local authority","2020-04-23",55,2266
"Sutton","E09000029","Upper tier local authority","2020-04-23",9,645
"Greenwich","E09000011","Upper tier local authority","2020-04-23",5,604
"Lambeth","E09000022","Upper tier local authority","2020-04-23",19,1098
"North Yorkshire","E10000023","Upper tier local authority","2020-04-23",28,781
"Shropshire","E06000051","Upper tier local authority","2020-04-23",10,417
"Kirklees","E08000034","Upper tier local authority","2020-04-23",10,489
"Redbridge","E09000026","Upper tier local authority","2020-04-23",6,648
"County Durham","E06000047","Upper tier local authority","2020-04-23",46,1181
"North East","E12000001","Region","2020-04-23",195,6823
"Hackney","E09000012","Upper tier local authority","2020-04-23",6,593
"Doncaster","E08000017","Upper tier local authority","2020-04-23",2,373
"North Tyneside","E08000022","Upper tier local authority","2020-04-23",9,437
"Bradford","E08000032","Upper tier local authority","2020-04-23",24,702
"Walsall","E08000030","Upper tier local authority","2020-04-23",8,827
"Slough","E06000039","Upper tier local authority","2020-04-23",5,354
"Westminster","E09000033","Upper tier local authority","2020-04-23",6,578
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-23",12,452
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-23",7,388
"London","E12000007","Region","2020-04-23",304,23571
"Sandwell","E08000028","Upper tier local authority","2020-04-23",18,884
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-23",29,997
"Bexley","E09000004","Upper tier local authority","2020-04-23",3,579
"Lancashire","E10000017","Upper tier local authority","2020-04-23",69,2531
"North Somerset","E06000024","Upper tier local authority","2020-04-23",8,201
"Trafford","E08000009","Upper tier local authority","2020-04-23",9,540
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-23",5,423
"Halton","E06000006","Upper tier local authority","2020-04-23",4,299
"Wandsworth","E09000032","Upper tier local authority","2020-04-23",6,889
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-23",23,289
"West Berkshire","E06000037","Upper tier local authority","2020-04-23",10,296
"Solihull","E08000029","Upper tier local authority","2020-04-23",32,535
"Dorset","E06000059","Upper tier local authority","2020-04-23",14,291
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-23",26,705
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-23",48,592
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-23",6,198
"Surrey","E10000030","Upper tier local authority","2020-04-23",50,2400
"Wigan","E08000010","Upper tier local authority","2020-04-23",25,564
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-23",9,125
"Somerset","E10000027","Upper tier local authority","2020-04-23",9,435
"Worcestershire","E10000034","Upper tier local authority","2020-04-23",13,1041
"Norfolk","E10000020","Upper tier local authority","2020-04-23",40,1289
"South West","E12000009","Region","2020-04-23",159,5724
"Enfield","E09000010","Upper tier local authority","2020-04-23",12,780
"Brent","E09000005","Upper tier local authority","2020-04-23",15,1310
"Cheshire East","E06000049","Upper tier local authority","2020-04-23",33,744
"Salford","E08000006","Upper tier local authority","2020-04-23",17,546
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-23",2,313
"Reading","E06000038","Upper tier local authority","2020-04-23",8,431
"Barnet","E09000003","Upper tier local authority","2020-04-23",11,1152
"Oldham","E08000004","Upper tier local authority","2020-04-23",19,557
"Hampshire","E10000014","Upper tier local authority","2020-04-23",63,2538
"Leeds","E08000035","Upper tier local authority","2020-04-23",46,1202
"Newham","E09000025","Upper tier local authority","2020-04-23",9,921
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-23",16,364
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-23",4,586
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-23",9,277
"South Tyneside","E08000023","Upper tier local authority","2020-04-23",16,455
"Haringey","E09000014","Upper tier local authority","2020-04-23",3,524
"Sunderland","E08000024","Upper tier local authority","2020-04-23",20,1055
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-23",5,449
"York","E06000014","Upper tier local authority","2020-04-23",10,233
"Wiltshire","E06000054","Upper tier local authority","2020-04-23",10,387
"Tameside","E08000008","Upper tier local authority","2020-04-23",5,421
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-23",10,811
"Darlington","E06000005","Upper tier local authority","2020-04-23",8,231
"Birmingham","E08000025","Upper tier local authority","2020-04-23",53,2668
"Rutland","E06000017","Upper tier local authority","2020-04-23",1,19
"Southampton","E06000045","Upper tier local authority","2020-04-23",16,428
"East Midlands","E12000004","Region","2020-04-23",115,6144
"Leicester","E06000016","Upper tier local authority","2020-04-23",17,588
"England","E92000001","Country","2020-04-23",2424,109741
"Harrow","E09000015","Upper tier local authority","2020-04-23",11,859
"Milton Keynes","E06000042","Upper tier local authority","2020-04-23",6,432
"Rotherham","E08000018","Upper tier local authority","2020-04-23",12,606
"Camden","E09000007","Upper tier local authority","2020-04-23",8,557
"South East","E12000008","Region","2020-04-23",364,15753
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-23",3,280
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-23",11,284
"Oxfordshire","E10000025","Upper tier local authority","2020-04-23",42,1421
"Hartlepool","E06000001","Upper tier local authority","2020-04-23",11,159
"Kent","E10000016","Upper tier local authority","2020-04-23",75,3159
"Middlesbrough","E06000002","Upper tier local authority","2020-04-23",10,481
"Devon","E10000008","Upper tier local authority","2020-04-23",25,630
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-23",4,225
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-23",4,342
"Torbay","E06000027","Upper tier local authority","2020-04-23",5,182
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-23",9,661
"Havering","E09000016","Upper tier local authority","2020-04-23",8,610
"Merton","E09000024","Upper tier local authority","2020-04-23",4,629
"Warrington","E06000007","Upper tier local authority","2020-04-23",23,551
"North West","E12000002","Region","2020-04-23",465,17059
"Warwickshire","E10000031","Upper tier local authority","2020-04-23",20,1032
"Derby","E06000015","Upper tier local authority","2020-04-23",4,441
"Southwark","E09000028","Upper tier local authority","2020-04-23",11,1150
"Leicestershire","E10000018","Upper tier local authority","2020-04-23",13,830
"Calderdale","E08000033","Upper tier local authority","2020-04-23",5,218
"Suffolk","E10000029","Upper tier local authority","2020-04-23",26,911
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-23",19,462
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-23",12,216
"Wolverhampton","E08000031","Upper tier local authority","2020-04-23",15,706
"Medway","E06000035","Upper tier local authority","2020-04-23",14,578
"Waltham Forest","E09000031","Upper tier local authority","2020-04-23",6,690
"St. Helens","E08000013","Upper tier local authority","2020-04-23",25,581
"Bury","E08000002","Upper tier local authority","2020-04-23",18,405
"Bolton","E08000001","Upper tier local authority","2020-04-23",16,699
"Wirral","E08000015","Upper tier local authority","2020-04-23",23,925
"Blackpool","E06000009","Upper tier local authority","2020-04-23",20,369
"Hertfordshire","E10000015","Upper tier local authority","2020-04-23",30,2117
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-23",5,450
"Manchester","E08000003","Upper tier local authority","2020-04-23",18,984
"Portsmouth","E06000044","Upper tier local authority","2020-04-23",2,262
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-23",1,353
"Thurrock","E06000034","Upper tier local authority","2020-04-23",4,263
"Ealing","E09000009","Upper tier local authority","2020-04-23",9,1000
"Staffordshire","E10000028","Upper tier local authority","2020-04-23",53,1537
"East of England","E12000006","Region","2020-04-23",175,9377
"Rochdale","E08000005","Upper tier local authority","2020-04-23",11,401
"Islington","E09000019","Upper tier local authority","2020-04-23",6,398
"Bristol, City of","E06000023","Upper tier local authority","2020-04-23",13,555
"Hillingdon","E09000017","Upper tier local authority","2020-04-23",6,696
"Luton","E06000032","Upper tier local authority","2020-04-23",1,566
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-23",11,744
"Barnsley","E08000016","Upper tier local authority","2020-04-23",4,553
"Plymouth","E06000026","Upper tier local authority","2020-04-23",7,264
"Liverpool","E08000012","Upper tier local authority","2020-04-23",19,1290
"Stockport","E08000007","Upper tier local authority","2020-04-23",19,746
